bins=632	0.038232028     0.000041265     0.000101613     0.000000169     0.000000116     0.000000284     
bins=642	0.131981990     0.000141971     0.000350358     0.000000428     0.000000146     0.000000807     
bins=652	0.143283735     0.000154043     0.000380328     0.000000464     0.000000153     0.000000871     
bins=662	0.070060782     0.000075572     0.000185895     0.000000254     0.000000130     0.000000455     
bins=672	0.069645727     0.000075258     0.000184790     0.000000248     0.000000134     0.000000454     
bins=682	0.150848726     0.000162073     0.000400486     0.000000489     0.000000165     0.000000920     
bins=692	0.156283306     0.000167985     0.000414765     0.000000501     0.000000164     0.000000952     
bins=702	0.084257950     0.000090814     0.000223661     0.000000297     0.000000136     0.000000538     
bins=712	0.106804140     0.000114869     0.000283506     0.000000361     0.000000147     0.000000671     
bins=722	0.056051308     0.000060509     0.000148740     0.000000226     0.000000140     0.000000397     
bins=732	0.111268102     0.000119594     0.000295411     0.000000379     0.000000151     0.000000697     
bins=742	0.097589603     0.000104907     0.000259017     0.000000340     0.000000163     0.000000624     
bins=752	0.014775266     0.000017396     0.000039603     0.000000155     0.000000144     0.000000237     
bins=762	0.050081988     0.000054187     0.000132934     0.000000217     0.000000158     0.000000374     
bins=772	0.021568662     0.000024203     0.000057444     0.000000169     0.000000143     0.000000265     
bins=782	0.124735982     0.000134163     0.000331102     0.000000416     0.000000177     0.000000782     
bins=792	0.168251170     0.000180742     0.000446981     0.000000549     0.000000193     0.000001030     
bins=802	0.150149575     0.000161174     0.000398898     0.000000498     0.000000181     0.000000927     
bins=812	0.069352136     0.000074794     0.000184079     0.000000276     0.000000170     0.000000488     
bins=822	0.139957491     0.000150194     0.000371827     0.000000468     0.000000185     0.000000867     
bins=832	0.153469192     0.000164792     0.000407779     0.000000511     0.000000194     0.000000952     
bins=842	0.108769384     0.000116934     0.000288689     0.000000382     0.000000187     0.000000701     
bins=852	0.008900315     0.000012521     0.000024659     0.000000187     0.000000173     0.000000264     
bins=862	0.072017910     0.000077739     0.000191214     0.000000284     0.000000184     0.000000508     
bins=872	0.085898643     0.000092513     0.000228000     0.000000334     0.000000176     0.000000585     
bins=882	0.045910301     0.000049951     0.000121748     0.000000239     0.000000182     0.000000392     
bins=892	0.193883724     0.000208166     0.000514921     0.000000636     0.000000224     0.000001179     
bins=902	0.046986531     0.000051109     0.000124612     0.000000246     0.000000195     0.000000400     
bins=912	0.094478887     0.000101754     0.000250691     0.000000357     0.000000208     0.000000635     
bins=922	0.092783578     0.000099881     0.000246163     0.000000354     0.000000203     0.000000629     
bins=932	0.041197051     0.000044971     0.000109364     0.000000245     0.000000198     0.000000398     
bins=942	0.202067005     0.000217170     0.000536451     0.000000666     0.000000238     0.000001233     
bins=952	0.051656422     0.000056091     0.000136947     0.000000267     0.000000208     0.000000434     
bins=962	0.120847088     0.000128920     0.000320884     0.000000386     0.000000208     0.000000787     
bins=972	0.145409093     0.000154870     0.000386495     0.000000448     0.000000223     0.000000916     
bins=982	0.124395565     0.000134758     0.000330086     0.000000502     0.000000229     0.000000801     
bins=992	0.057319452     0.000064701     0.000151472     0.000000299     0.000000213     0.000000480     
bins=1002	0.219254888     0.000235940     0.000582355     0.000000728     0.000000253     0.000001333     
bins=1012	0.075229296     0.000078976     0.000200027     0.000000316     0.000000223     0.000000555     
bins=1022	0.167826517     0.000176243     0.000445898     0.000000478     0.000000240     0.000001034     
bins=1032	0.215686635     0.000231904     0.000572801     0.000000711     0.000000257     0.000001318     
bins=1042	0.215293375     0.000231787     0.000571554     0.000000821     0.000000279     0.000001317     
bins=1052	0.202312063     0.000217163     0.000542068     0.000000845     0.000000255     0.000001226     
bins=1062	0.130590661     0.000141957     0.000346670     0.000001018     0.000000293     0.000000868     
bins=1072	0.018444261     0.000020992     0.000047545     0.000000480     0.000000237     0.000000384     
bins=1082	0.184134983     0.000193145     0.000489631     0.000001036     0.000000287     0.000001143     
bins=1092	0.235588360     0.000253648     0.000626317     0.000000836     0.000000282     0.000001447     
bins=1102	0.080977068     0.000092368     0.000215773     0.000000976     0.000000286     0.000000604     
bins=1112	0.138526782     0.000156156     0.000367500     0.000001050     0.000000280     0.000000967     
bins=1122	0.159966291     0.000172297     0.000423782     0.000000474     0.000000257     0.000001091     
bins=1132	0.144694863     0.000150645     0.000381650     0.000000744     0.000000254     0.000001000     
bins=1142	0.092300034     0.000093627     0.000244068     0.000000727     0.000000250     0.000000708     
bins=1152	0.010629557     0.000016776     0.000030701     0.000000332     0.000000253     0.000000383     
bins=1162	0.205823414     0.000220509     0.000547098     0.000000704     0.000000282     0.000001284     
bins=1172	0.073610203     0.000074801     0.000189716     0.000000474     0.000000275     0.000000626     
bins=1182	0.205823513     0.000220525     0.000546259     0.000000710     0.000000352     0.000001284     
bins=1192	0.012626498     0.000018457     0.000036891     0.000000449     0.000000297     0.000000398     
bins=1202	0.111789267     0.000123703     0.000299955     0.000000294     0.000000266     0.000000809     
bins=1212	0.185392669     0.000205802     0.000496999     0.000000436     0.000000290     0.000001186     
bins=1222	0.200411617     0.000214937     0.000532047     0.000000782     0.000000303     0.000001272     
bins=1232	0.201596258     0.000215370     0.000535032     0.000000755     0.000000323     0.000001280     
bins=1242	0.197676047     0.000211988     0.000525068     0.000000674     0.000000345     0.000001247     
bins=1252	0.162575153     0.000169675     0.000438294     0.000001054     0.000000275     0.000001015     
bins=1262	0.075809460     0.000081408     0.000203967     0.000000311     0.000000287     0.000000625     
bins=1272	0.261825696     0.000288195     0.000693823     0.000000704     0.000000307     0.000001626     
bins=1282	0.195489394     0.000211131     0.000519152     0.000000675     0.000000305     0.000001248     
bins=1292	0.038774187     0.000049961     0.000102018     0.000000464     0.000000284     0.000000527     
bins=1302	0.200485513     0.000217859     0.000532492     0.000000806     0.000000322     0.000001287     
bins=1312	0.012099011     0.000018852     0.000034322     0.000000505     0.000000300     0.000000454     
bins=1322	0.159119778     0.000177171     0.000428951     0.000000779     0.000000303     0.000001088     
bins=1332	0.214858141     0.000229363     0.000571629     0.000000973     0.000000316     0.000001412     
bins=1342	0.267994157     0.000286259     0.000712632     0.000001549     0.000000425     0.000001663     
bins=1352	0.023729520     0.000023458     0.000064180     0.000000682     0.000000299     0.000000501     
bins=1362	0.069498716     0.000067900     0.000185584     0.000000808     0.000000290     0.000000666     
bins=1372	0.090550995     0.000091689     0.000242823     0.000000698     0.000000306     0.000000755     
bins=1382	0.084817552     0.000086120     0.000229021     0.000000600     0.000000308     0.000000732     
bins=1392	0.052228372     0.000052778     0.000141965     0.000000544     0.000000307     0.000000591     
bins=1402	0.280174010     0.000303059     0.000743685     0.000000921     0.000000345     0.000001658     
bins=1412	0.261366664     0.000280975     0.000694338     0.000000893     0.000000357     0.000001623     
bins=1422	0.205346667     0.000218717     0.000545741     0.000000749     0.000000331     0.000001343     
bins=1432	0.135267764     0.000145364     0.000364681     0.000000515     0.000000310     0.000000939     
bins=1442	0.277305602     0.000295559     0.000736789     0.000001227     0.000000387     0.000001663     
bins=1452	0.203937376     0.000216943     0.000542705     0.000000750     0.000000345     0.000001323     
bins=1462	0.052930881     0.000051882     0.000143221     0.000000338     0.000000328     0.000000597     
bins=1472	0.226114253     0.000242733     0.000604611     0.000001284     0.000000514     0.000001428     
bins=1482	0.041819879     0.000043866     0.000113227     0.000000365     0.000000322     0.000000567     
bins=1492	0.197111431     0.000211424     0.000523961     0.000000741     0.000000336     0.000001292     
bins=1502	0.273296396     0.000295012     0.000725818     0.000001789     0.000000449     0.000001682     
bins=1512	0.105051447     0.000111626     0.000284832     0.000001026     0.000000316     0.000000791     
bins=1522	0.195857938     0.000208546     0.000520994     0.000000693     0.000000363     0.000001289     
bins=1532	0.253611417     0.000272370     0.000674014     0.000000880     0.000000389     0.000001590     
bins=1542	0.294002558     0.000321356     0.000782655     0.000001387     0.000000465     0.000001745     
bins=1552	0.044272130     0.000046382     0.000121223     0.000000417     0.000000339     0.000000603     
bins=1562	0.109683869     0.000120579     0.000297593     0.000000514     0.000000350     0.000000825     
bins=1572	0.154833884     0.000166618     0.000412715     0.000000550     0.000000341     0.000001022     
bins=1582	0.174611639     0.000188102     0.000463850     0.000000650     0.000000373     0.000001152     
bins=1592	0.174146716     0.000187592     0.000462606     0.000000666     0.000000384     0.000001156     
bins=1602	0.160705996     0.000171787     0.000427298     0.000000700     0.000000373     0.000001094     
bins=1612	0.118763181     0.000130646     0.000320970     0.000001388     0.000000394     0.000000838     
bins=1622	0.055245413     0.000058387     0.000150504     0.000000647     0.000000356     0.000000665     
bins=1632	0.302051203     0.000329600     0.000802068     0.000000959     0.000000436     0.000001824     
bins=1642	0.271539728     0.000287419     0.000723358     0.000000967     0.000000378     0.000001688     
bins=1652	0.239402104     0.000257815     0.000636189     0.000000804     0.000000417     0.000001517     
bins=1662	0.171314892     0.000184187     0.000455433     0.000000654     0.000000372     0.000001153     
bins=1672	0.020434539     0.000024846     0.000056558     0.000000374     0.000000369     0.000000554     
bins=1682	0.263072527     0.000284436     0.000698038     0.000000944     0.000000458     0.000001665     
bins=1692	0.180555756     0.000192045     0.000480490     0.000001618     0.000000426     0.000001227     
bins=1702	0.319087265     0.000345526     0.000845109     0.000001000     0.000000451     0.000001916     
bins=1712	0.240795647     0.000257897     0.000640250     0.000000902     0.000000400     0.000001535     
bins=1722	0.096473518     0.000095893     0.000256421     0.000001077     0.000000381     0.000000793     
bins=1732	0.262298646     0.000280063     0.000696632     0.000000976     0.000000384     0.000001623     
bins=1742	0.123555481     0.000134340     0.000327008     0.000000508     0.000000383     0.000000900     
bins=1752	0.259722237     0.000277283     0.000689508     0.000000984     0.000000382     0.000001609     
bins=1762	0.074938294     0.000083225     0.000205622     0.000000550     0.000000362     0.000000696     
bins=1772	0.235164357     0.000252119     0.000625094     0.000000838     0.000000397     0.000001508     
bins=1782	0.317799115     0.000345792     0.000843010     0.000000947     0.000000431     0.000001886     
bins=1792	0.168281482     0.000180746     0.000447586     0.000000648     0.000000399     0.000001144     
bins=1802	0.257514301     0.000277659     0.000683147     0.000000875     0.000000406     0.000001613     
bins=1812	0.325822094     0.000354585     0.000863849     0.000001104     0.000000501     0.000001974     
bins=1822	0.162982271     0.000176030     0.000432874     0.000000642     0.000000413     0.000001105     
bins=1832	0.231482026     0.000248998     0.000615121     0.000000884     0.000000421     0.000001487     
bins=1842	0.283765197     0.000305628     0.000753944     0.000001009     0.000000449     0.000001779     
bins=1852	0.325698261     0.000351243     0.000864676     0.000001072     0.000000511     0.000001987     
bins=1862	0.105909726     0.000115193     0.000280813     0.000000479     0.000000376     0.000000846     
bins=1872	0.175347692     0.000185121     0.000465808     0.000000672     0.000000417     0.000001190     
bins=1882	0.227162029     0.000244225     0.000603554     0.000000813     0.000000424     0.000001464     
bins=1892	0.253892300     0.000271508     0.000675126     0.000000891     0.000000433     0.000001608     
bins=1902	0.277899179     0.000299275     0.000738064     0.000000957     0.000000443     0.000001745     
bins=1912	0.293158886     0.000314906     0.000779512     0.000000964     0.000000428     0.000001817     
bins=1922	0.313178732     0.000336499     0.000831164     0.000000984     0.000000459     0.000001926     
bins=1932	0.316516350     0.000336676     0.000839842     0.000001944     0.000000524     0.000001956     
bins=1942	0.317756027     0.000345850     0.000843053     0.000001073     0.000000489     0.000001932     
bins=1952	0.317216830     0.000344182     0.000843790     0.000001077     0.000000472     0.000001922     
bins=1962	0.314611114     0.000337157     0.000835170     0.000001611     0.000000528     0.000001973     
bins=1972	0.312149662     0.000336103     0.000829080     0.000001070     0.000000475     0.000001936     
bins=1982	0.291416791     0.000312834     0.000774670     0.000000994     0.000000465     0.000001815     
bins=1992	0.273004710     0.000293972     0.000726674     0.000001274     0.000000440     0.000001719     
bins=2002	0.250017319     0.000268432     0.000664019     0.000000833     0.000000447     0.000001594     
bins=2012	0.219968285     0.000237209     0.000584478     0.000001089     0.000000456     0.000001438     
bins=2022	0.166275269     0.000178535     0.000441951     0.000000855     0.000000449     0.000001165     
bins=2032	0.083204814     0.000091811     0.000220446     0.000000524     0.000000406     0.000000758     
bins=2042	0.342977522     0.000371191     0.000910366     0.000001553     0.000000497     0.000002066     
bins=2052	0.306066649     0.000329455     0.000812812     0.000001053     0.000000466     0.000001907     
bins=2062	0.252314457     0.000271125     0.000670449     0.000000865     0.000000444     0.000001605     
bins=2072	0.175891126     0.000190678     0.000467276     0.000000677     0.000000444     0.000001199     
bins=2082	0.030906002     0.000038360     0.000089776     0.000000721     0.000000421     0.000000612     
bins=2092	0.309432948     0.000331089     0.000821859     0.000001249     0.000000456     0.000001917     
bins=2102	0.246957966     0.000265799     0.000656466     0.000000859     0.000000432     0.000001570     
bins=2112	0.152323392     0.000164461     0.000404772     0.000001670     0.000000551     0.000001087     
bins=2122	0.337402766     0.000361851     0.000893975     0.000001147     0.000000534     0.000002067     
bins=2132	0.262870519     0.000282272     0.000698716     0.000001223     0.000000449     0.000001667     
bins=2142	0.153288986     0.000165636     0.000408368     0.000000932     0.000000558     0.000001098     
bins=2152	0.334439950     0.000360707     0.000890760     0.000001641     0.000000498     0.000002036     
bins=2162	0.245312573     0.000264528     0.000651841     0.000000824     0.000000463     0.000001567     
bins=2172	0.066382012     0.000074175     0.000177261     0.000000600     0.000000423     0.000000708     
bins=2182	0.297950371     0.000320055     0.000791318     0.000001254     0.000000512     0.000001871     
bins=2192	0.169402662     0.000180355     0.000451331     0.000000649     0.000000458     0.000001174     
bins=2202	0.331319811     0.000354135     0.000880262     0.000001260     0.000000487     0.000002056     
bins=2212	0.214544800     0.000229804     0.000569882     0.000001080     0.000000441     0.000001405     
bins=2222	0.351712589     0.000381030     0.000933447     0.000001105     0.000000503     0.000002109     
bins=2232	0.237068231     0.000255304     0.000629894     0.000000849     0.000000472     0.000001533     
bins=2242	0.359459126     0.000389004     0.000953602     0.000001633     0.000000582     0.000002176     
bins=2252	0.243086747     0.000261433     0.000644995     0.000002050     0.000000551     0.000001564     
bins=2262	0.357660976     0.000387396     0.000950178     0.000001609     0.000000548     0.000002157     
bins=2272	0.224441269     0.000240770     0.000596156     0.000000809     0.000000462     0.000001467     
bins=2282	0.343327410     0.000372311     0.000911611     0.000001064     0.000000489     0.000002149     
bins=2292	0.203310110     0.000219152     0.000541262     0.000000916     0.000000458     0.000001351     
bins=2302	0.323150670     0.000347834     0.000858250     0.000001126     0.000000503     0.000002008     
bins=2312	0.141084731     0.000152366     0.000377437     0.000000953     0.000000448     0.000001040     
bins=2322	0.279761887     0.000301197     0.000743915     0.000001004     0.000000493     0.000001784     
bins=2332	0.367524253     0.000397266     0.000974750     0.000001167     0.000000546     0.000002229     
bins=2342	0.209318149     0.000225229     0.000557011     0.000000780     0.000000458     0.000001387     
bins=2352	0.319942614     0.000344305     0.000850087     0.000001526     0.000000516     0.000001996     
bins=2362	0.062770456     0.000066003     0.000170251     0.000000478     0.000000445     0.000000735     
bins=2372	0.247020001     0.000266082     0.000656127     0.000001117     0.000000506     0.000001590     
bins=2382	0.327560303     0.000351571     0.000870192     0.000001115     0.000000488     0.000002037     
bins=2392	0.076854493     0.000081502     0.000205881     0.000000610     0.000000456     0.000000783     
bins=2402	0.239954332     0.000258041     0.000638157     0.000000869     0.000000493     0.000001558     
bins=2412	0.318374158     0.000342214     0.000846022     0.000001110     0.000000493     0.000001989     
bins=2422	0.382025977     0.000413476     0.001012936     0.000001371     0.000000571     0.000002312     
bins=2432	0.199908696     0.000215418     0.000531104     0.000001031     0.000000479     0.000001343     
bins=2442	0.282799919     0.000304514     0.000751060     0.000001079     0.000000492     0.000001792     
bins=2452	0.346341879     0.000372341     0.000920172     0.000001174     0.000000504     0.000002150     
bins=2462	0.061703882     0.000066994     0.000165606     0.000000558     0.000000464     0.000000741     
bins=2472	0.204584209     0.000219383     0.000544302     0.000000776     0.000000497     0.000001374     
bins=2482	0.281188812     0.000302947     0.000747192     0.000000996     0.000000503     0.000001786     
bins=2492	0.340657167     0.000366274     0.000904889     0.000001453     0.000000518     0.000002120     
bins=2502	0.388004120     0.000420675     0.001028981     0.000001597     0.000000577     0.000002350     
bins=2512	0.147762950     0.000158263     0.000394188     0.000000664     0.000000499     0.000001088     
bins=2522	0.237904397     0.000256901     0.000632063     0.000000923     0.000000534     0.000001549     
bins=2532	0.286158618     0.000308116     0.000760529     0.000000997     0.000000498     0.000001817     
bins=2542	0.337067931     0.000362528     0.000895259     0.000001412     0.000000518     0.000002106     
bins=2552	0.370302861     0.000403040     0.000984146     0.000001394     0.000000618     0.000002276     
bins=2562	0.044797359     0.000049331     0.000123344     0.000000486     0.000000468     0.000000708     
bins=2572	0.158564110     0.000171131     0.000422907     0.000002025     0.000000577     0.000001140     
bins=2582	0.222132695     0.000239321     0.000590448     0.000001388     0.000000504     0.000001476     
bins=2592	0.270307562     0.000291393     0.000717809     0.000001065     0.000000509     0.000001730     
bins=2602	0.304354330     0.000327864     0.000808415     0.000001421     0.000000530     0.000001924     
bins=2612	0.332799323     0.000358177     0.000883929     0.000001246     0.000000524     0.000002080     
bins=2622	0.358513441     0.000385892     0.000952231     0.000001366     0.000000536     0.000002227     
bins=2632	0.382203856     0.000415457     0.001015243     0.000001701     0.000000651     0.000002351     
bins=2642	0.399217062     0.000431940     0.001058871     0.000001495     0.000000625     0.000002424     
bins=2652	0.058311318     0.000062104     0.000157896     0.000000644     0.000000472     0.000000756     
bins=2662	0.136515748     0.000148715     0.000363146     0.000000928     0.000000486     0.000001049     
bins=2672	0.161944863     0.000173624     0.000431168     0.000001109     0.000000493     0.000001166     
bins=2682	0.192126202     0.000206951     0.000511007     0.000000754     0.000000496     0.000001318     
bins=2692	0.209011732     0.000224229     0.000555770     0.000001038     0.000000506     0.000001410     
bins=2702	0.231935751     0.000250331     0.000616146     0.000001011     0.000000517     0.000001531     
bins=2712	0.236627785     0.000254104     0.000629097     0.000000871     0.000000502     0.000001560     
bins=2722	0.245598595     0.000263665     0.000652548     0.000001035     0.000000508     0.000001606     
bins=2732	0.254627745     0.000273760     0.000676356     0.000000909     0.000000533     0.000001657     
bins=2742	0.261021377     0.000280593     0.000693692     0.000001344     0.000000525     0.000001689     
bins=2752	0.263314472     0.000283943     0.000699777     0.000001494     0.000000525     0.000001707     
bins=2762	0.260983640     0.000281091     0.000693529     0.000001320     0.000000532     0.000001691     
bins=2772	0.254344097     0.000274474     0.000676737     0.000000933     0.000000514     0.000001652     
bins=2782	0.244663534     0.000263321     0.000651182     0.000001242     0.000000556     0.000001609     
bins=2792	0.234492790     0.000252326     0.000623840     0.000000910     0.000000519     0.000001552     
bins=2802	0.228089455     0.000246152     0.000606405     0.000000907     0.000000517     0.000001511     
bins=2812	0.206303697     0.000221631     0.000549266     0.000001146     0.000000503     0.000001411     
bins=2822	0.187718809     0.000202277     0.000499533     0.000000794     0.000000512     0.000001308     
bins=2832	0.156207500     0.000168715     0.000416891     0.000000718     0.000000517     0.000001163     
bins=2842	0.131898119     0.000144170     0.000350733     0.000000610     0.000000506     0.000001048     
bins=2852	0.043985154     0.000048798     0.000120214     0.000001587     0.000000528     0.000000761     
bins=2862	0.411314065     0.000445188     0.001091197     0.000002143     0.000000626     0.000002501     
bins=2872	0.392932469     0.000421988     0.001042030     0.000001431     0.000000634     0.000002419     
bins=2882	0.373236363     0.000401084     0.000991746     0.000001464     0.000000592     0.000002323     
bins=2892	0.350625514     0.000376616     0.000931732     0.000001391     0.000000551     0.000002202     
bins=2902	0.324064421     0.000348187     0.000861226     0.000001391     0.000000582     0.000002050     
bins=2912	0.293214464     0.000315273     0.000779280     0.000001324     0.000000544     0.000001877     
bins=2922	0.258769196     0.000278408     0.000687520     0.000001919     0.000000566     0.000001688     
bins=2932	0.216053179     0.000232569     0.000574548     0.000000998     0.000000535     0.000001459     
bins=2942	0.145365571     0.000156206     0.000387718     0.000001354     0.000000675     0.000001114     
bins=2952	0.027195967     0.000039434     0.000075490     0.000000696     0.000000528     0.000000720     
bins=2962	0.402914077     0.000436861     0.001068163     0.000001391     0.000000589     0.000002460     
bins=2972	0.364305013     0.000391653     0.000968143     0.000001323     0.000000570     0.000002270     
bins=2982	0.326635194     0.000351145     0.000868073     0.000001393     0.000000576     0.000002069     
bins=2992	0.284156801     0.000306215     0.000754919     0.000001075     0.000000575     0.000001822     
bins=3002	0.221354792     0.000238606     0.000588347     0.000002168     0.000000649     0.000001491     
bins=3012	0.131800075     0.000142596     0.000351674     0.000001050     0.000000562     0.000001066     
bins=3022	0.419174228     0.000452392     0.001112422     0.000001943     0.000000641     0.000002545     
bins=3032	0.378552518     0.000406989     0.001005681     0.000001739     0.000000576     0.000002352     
bins=3042	0.333068148     0.000358465     0.000884678     0.000001204     0.000000585     0.000002107     
bins=3052	0.270911285     0.000291824     0.000720021     0.000001072     0.000000545     0.000001759     
bins=3062	0.187869266     0.000203370     0.000499936     0.000001046     0.000000551     0.000001328     
bins=3072	0.028303172     0.000039919     0.000078255     0.000000635     0.000000536     0.000000755     
bins=3082	0.395103958     0.000425074     0.001049483     0.000001385     0.000000592     0.000002450     
bins=3092	0.335745769     0.000361353     0.000892419     0.000001715     0.000000612     0.000002121     
bins=3102	0.270937247     0.000293097     0.000720559     0.000001070     0.000000575     0.000001764     
bins=3112	0.178060636     0.000192546     0.000473868     0.000001596     0.000000554     0.000001295     
bins=3122	0.430025764     0.000465152     0.001141480     0.000002074     0.000000638     0.000002618     
bins=3132	0.373164932     0.000401590     0.000991663     0.000001440     0.000000576     0.000002328     
bins=3142	0.305706926     0.000329318     0.000812733     0.000001185     0.000000571     0.000001963     
bins=3152	0.217055183     0.000234348     0.000577647     0.000001098     0.000000540     0.000001477     
bins=3162	0.029516271     0.000040737     0.000082377     0.000001544     0.000000535     0.000000761     
bins=3172	0.389575758     0.000419091     0.001034863     0.000001961     0.000000590     0.000002417     
bins=3182	0.315883811     0.000340637     0.000839568     0.000001245     0.000000614     0.000002013     
bins=3192	0.218608542     0.000236095     0.000581688     0.000001259     0.000000566     0.000001516     
bins=3202	0.443989785     0.000481003     0.001177262     0.000001740     0.000000672     0.000002707     
bins=3212	0.381806644     0.000411582     0.001013760     0.000001328     0.000000622     0.000002382     
bins=3222	0.301231658     0.000324939     0.000800572     0.000001178     0.000000621     0.000001985     
bins=3232	0.184179852     0.000200911     0.000490101     0.000001102     0.000000606     0.000001338     
bins=3242	0.425979803     0.000462653     0.001131084     0.000001676     0.000000677     0.000002602     
bins=3252	0.352571675     0.000379886     0.000936732     0.000001853     0.000000598     0.000002258     
bins=3262	0.256150455     0.000276429     0.000681137     0.000001149     0.000000556     0.000001715     
